ID;Vraag;Volwassenheidsniveau 1;Volwassenheidsniveau 2;Volwassenheidsniveau 3;Volwassenheidsniveau 4;Volwassenheidsniveau 5
HR.01;Wervingswerkwijzesen voor medewerkers worden onderhouden in overeenstemming met het algemene personeelsafspraken en de procedures van de schoolbestuur (bijvoorbeeld werving, positieve werkomgeving, oriëntatie, enzovoorts). Processen worden ingevoerd om ervoor te zorgen dat de schoolbestuur beschikt over geschikte (it-)medewerkers, met de vaardigheden die nodig zijn om de schoolbestuurdoelen te bereiken. Screening maakt deel uit van het wervingswerkwijze. De mate en frequentie waarmee deze screening wordt uitgevoerd, worden bepaald door hoe gevoelig en/of cruciaal de functie is. Screening wordt ingevoerd voor medewerkers, ingehuurde medewerkers en leveranciers.;Activiteiten of maatregelen voor het werven van (it-)medewerkers zijn ad hoc ingevoerd en/of uitgevoerd.;Wervingswerkwijzesen voor (it-)medewerkers zijn gedefinieerd en ingevoerd. Er zijn werkwijzesen ingevoerd om te garanderen dat (it-)medewerkers van de schoolbestuur goed zijn toegerust. Af en toe wordt screening toegepast in het wervingswerkwijze, maar dit is niet formeel vastgelegd.;Wervingswerkwijzesen voor (it-)medewerkers zijn vastgelegd en ingevoerd volgens het algemene personeelsafspraken en procedures (bijv. aanname, positieve werkomgeving, oriëntatie). Er zijn werkwijzesen ingevoerd om te garanderen dat (it-)medewerkers goed zijn toegerust om bedrijfsdoelen te behalen. Screening is onderdeel van het wervingswerkwijze voor (it-)medewerkers. Hoe grondig en vaak deze screening wordt geëvalueerd is afhankelijk van de gevoeligheid en het belang van de functie. De screening vindt plaats voor medewerkers, ingehuurde medewerkers en leveranciers. De werkwijzesen zijn goedgekeurd door het schoolbestuur of de schoolleiding.;De implementatie en effectiviteit van relevante wervingsprocedures en functieomschrijvingen worden regelmatig geëvalueerd.;Op basis van de regelmatige (zelf)evaluaties of risicoanalyses worden de implementatie en het ontwerp van de wervingswerkwijzesen verbeterd. Tekortkomingen in het wervingswerkwijze worden gerapporteerd aan het schoolbestuur of de schoolleiding.
HR.02;Opleiding, training en/of ervaring worden regelmatig getoetst om te zien of medewerkers over de benodigde competenties beschikken om taken naar behoren te vervullen. Basis (it-)competenties zijn vastgesteld en indien nodig worden kwalificatie- en certificeringsprogramma’s gebruikt om te controleren of ze worden bijgehouden.;Training en educatie wordt ad hoc ingevoerd. Er is geen certificering van medewerkers.;Processen voor certificering, training en educatie worden ingevoerd. Er zijn individuele persoonlijke ontwikkelplannen beschikbaar.;Processen voor training en educatie zijn ingevoerd en worden uitgevoerd. Er zijn individuele persoonlijke ontwikkelplannen beschikbaar. Educatie, training en/of ervaring worden gebruikt om regelmatig te verifiëren of medewerkers over de benodigde vaardigheden beschikken. De relevante werkwijzesen zijn goedgekeurd door het schoolbestuur of de schoolleiding.;De vereiste (it-)kernvaardigheden zijn gedefinieerd en waar gepast worden kwalificatie- en certificeringprogramma’s gebruikt om te zorgen dat deze worden onderhouden. Er is toezicht op de realisatie van persoonlijke ontwikkelplannen.;De implementatie van de werkwijzesen voor certificering, training en educatie wordt jaarlijks geëvalueerd, waarbij educatie- en trainingsmaterialen worden gecheckt op relevantie, kwaliteit en effectiviteit.
HR.03;Er is een back-upplan voor kritieke medewerkers (sleutelfiguren) en afdelingen.;Opvolgings- en back-upplannen zijn niet ingevoerd. Single points of failure met betrekking tot medewerkers zijn niet geïdentificeerd.;Back-up en vervanging van kritieke medewerkers/functies worden op afdelingsniveau geregeld.;Opvolgingsplanning, functierotatie en back-up van medewerkers zijn ingevoerd. Er zijn trainingsprogramma’s om het risico van een te grote afhankelijkheid van sleutelfiguren te verkleinen. De meeste sleutelfuncties/-posities zijn geïdentificeerd en formeel gedefinieerd door het schoolbestuur of de schoolleiding.;Alle kritieke personen en/of afdelingen zijn in de hele schoolbestuur geïdentificeerd en/of worden regelmatig geëvalueerd.;De effectiviteit van het werkwijze voor de planning van opvolging en back-up van medewerkers wordt regelmatig geëvalueerd. De planning voor opvolging is in overeenstemming met de schoolbestuur- en it-plan.
HR.04;Wanneer er functiewijzigingen plaatsvinden, met name beëindiging van het dienstverband, wordt direct effectief actie ondernomen. Kennisoverdracht wordt geregeld, hoofd vanheden worden opnieuw toegewezen en toegangsrechten worden verwijderd, zodat risico’s worden geminimaliseerd en de doorlopendïteit van de functie wordt gewaarborgd.;Wanneer er functiewijzigingen of ontslagen plaatsvinden worden er geen of ad-hoc-acties ondernomen.;Toegangsrechten van medewerkers worden gewijzigd, opnieuw toegewezen en/of verwijderd op basis van functiewijziging en/of ontslag, maar het tijdig intrekken van toegangsrechten is niet gewaarborgd.;Goedgekeurde werkwijzesen zijn ingevoerd om kennis over te dragen en toegangsrechten opnieuw toe te wijzen of in te trekken. Kennisoverdracht is geregeld, hoofd vanheden zijn opnieuw toegewezen en toegangsrechten worden tijdig ingetrokken. Hierdoor zijn risico’s geminimaliseerd en is de doorlopendïteit van de functie gewaarborgd. De stappen van functieoverdracht zijn vastgelegd.;Er worden ontslaggesprekken gevoerd en de juistheid en tijdigheid van veranderingen, opnieuw toewijzen of intrekken van toegangsrechten worden regelmatig geëvalueerd.;De effectiviteit van de werkwijzesen voor functiewijzigingen en/of ontslag wordt regelmatig geëvalueerd en verbeterd.
HR.05;Overdracht van kennis en vaardigheden is geregeld, zodat eindgebruikers het systeem effectief en efficiënt kunnen gebruiken om bedrijfswerkwijzesen te ondersteunen. Kennis en vaardigheden worden overgedragen zodat beheerders en technisch ondersteunende medewerkers het systeem en de bijbehorende infrastructuur op effectieve en efficiënte wijze kunnen leveren, ondersteunen en onderhouden.;Overdracht van kennis is niet ingevoerd of wordt ad hoc gedaan.;Er zijn informele, gedecentraliseerde werkwijzesen voor kennisoverdracht ingevoerd. Kennis en vaardigheden worden vaak overgedragen op individuele basis.;Er zijn goedgekeurde werkwijzesen op schoolbestuurniveau ingevoerd om kennis over te dragen en om documentatie-, trainings- en implementatiematerialen te onderhouden, zodat systemen op effectieve wijze bedrijfs- en onderwijswerkwijzesen kunnen ondersteunen. Hier zijn zowel eindgebruikers als operationele en technische support bij betrokken.;Er wordt regelmatig geëvalueerd of de ondersteunende documentatie toereikend is.;Kennis en vaardigheden worden overgedragen zodat eindgebruikers het systeem op efficiënte wijze kunnen gebruiken. Kennis en vaardigheden worden overgedragen zodat operationeel en technisch supportmedewerkers in het systeem en de infrastructuur efficiënt kunnen leveren, ondersteunen en onderhouden.
HR.06;Er is een bewustwordingsprogramma om gebruikers bewust te maken van hun hoofd vanheid om de vertrouwelijkheid, beschikbaarheid en integriteit van informatie(middelen) te beschermen.;Er zijn geen bewustwordingsactiviteiten gedefinieerd of uitgevoerd.;Bewustwordingsactiviteiten worden uitgevoerd op afdelingsniveau.;Er is een bewustwordingsprogramma opgenomen in het informatiebeveiligingsplan en dit wordt schoolbestuurbreed uitgevoerd. Het programma is in lijn met (informatie)beveiligingsafspraken.;Bewustwordingsactiviteiten bevatten een verplicht e-learningprogramma dat succesvol moet worden volbracht, inclusief online examen. Afronding van e-learningmodules door medewerkers wordt bewaakt en gerapporteerd aan het management.;De effecten van de bewustwordingsactiviteiten worden gemonitord. Correlatie van beveiligingsincidenten als gevolg van gebrek aan bewustwording leidt tot aanpassing van de bewustwordingsactiviteiten.
CO.01;Er zijn configuratieprocedures vastgesteld om het beheer en loggen van alle wijzigingen in de configuratiemanagementdatabase (CMDB) te ondersteunen. Deze procedures zijn in overeenstemming met en een voorwaarde voor procedures voor change-, incident- en problemmanagement.;Er is geen configuratieprocedure. Werkwijzen en procedures worden uitsluitend individueel toegepast en verschillen per platform.;Er is een configuratieprocedure vastgesteld om configuratie-items te identificeren en te onderhouden, maar deze procedure is niet geformaliseerd. De data-inhoud van geregistreerde items wordt niet gebruikt door gerelateerde werkwijzesen, zoals change-, incident- en problemmanagement.;;Er is een werkwijze voor het regelmatig beoordelen van relevante documentatie, tijdige uitvoering en integriteit van de configuratiedatabase (inclusief licenties). De implementatie en uitvoering van relevante procedures voor het configuratiemanagement worden regelmatig geëvalueerd. Er wordt regelmatig aan het management gerapporteerd, wat leidt tot verbeterplannen. Procedures en standaarden zijn onderdeel van training.;Er wordt voortdurend geanalyseerd of er afwijkingen zijn. Gevonden afwijkingen worden onderzocht. Gebreken en trends worden gerapporteerd aan het management. Gerelateerde werkwijzesen zijn volledig geïntegreerd, en configuratiedata wordt geautomatiseerd gebruikt en actueel gehouden.
CO.02;Een supporttool en een centrale opslag zijn ingericht voor alle relevante informatie over configuratie-items. Alle middelen en wijzigingen aan deze middelen worden gemonitord en vastgelegd. Na wijzigingen wordt voor ieder systeem en elke dienst als benchmark een baseline van configuratie-items ingevoerd.;Basistaken op het gebied van configuratiemanagement, zoals het identificeren en bijhouden van een inventaris van configuratie-items, worden op ad-hoc basis uitgevoerd. De documentatie van de configuratie is onvolledig en onbetrouwbaar.;Configuratiemanagementtools worden soms gebruikt, maar er is geen standaard. Geïnstalleerde software, configuraties en documentatie worden geregistreerd, maar de gegevensinhoud van opgenomen items is beperkt.;Alle middelen en wijzigingen in middelen worden gemonitord en vastgelegd in een centrale opslagplaats. De relaties tussen configuratie-items worden geïdentificeerd en bijgehouden. Een tool voor configuratiemanagement (of een gelijksoortige tool) wordt ingevoerd voor alle platforms. Er wordt enige automatisering ter ondersteuning gebruikt bij het volgen van wijzigingen in apparatuur en software. Configuratiebaselines voor componenten worden vastgesteld en gedocumenteerd als benchmark na wijzigingen. Wijzigingen in de configuratiemanagementdatabase (CMDB) worden geregistreerd.;Er worden geautomatiseerde tools voor het bijhouden van veranderingen in apparatuur en software gebruikt om de standaarden te handhaven en de stabiliteit te verbeteren. Er zijn mechanismen om wijzigingen te toetsen aan wat is vastgelegd in de centrale opslagplaats en aan de gedefinieerde baseline. Periodiek worden fysieke controles uitgevoerd. Wijzigingen die in de configuratiedatabase worden geregistreerd, worden regelmatig geanalyseerd. Er wordt regelmatig aan het management gerapporteerd.;Alle it-middelen worden in een centrale CMDB beheerd. Dit systeem bevat alle benodigde informatie over componenten en hun onderlinge relaties, alsmede informatie over reparatie, service, garantie, upgrades en technische assessments. Processen en automatisering voor software- en hardware-assetmanagement (inclusief licenties) zijn ingevoerd. Het management ontvangt regelmatig (geautomatiseerde) rapporten.
IM.01;Een formeel incidentmanagementwerkwijze wordt gecommuniceerd en ingevoerd. Er zijn procedures om ervoor te zorgen dat alle incidenten en storingen worden geregistreerd, geanalyseerd, gecategoriseerd en geprioriteerd naar impact. Alle incidenten worden bijgehouden en regelmatig beoordeeld om ervoor te zorgen dat ze tijdig worden verholpen.;Er is geen afspraken voor incidentmanagement. Er zijn geen rollen en hoofd vanheden vastgelegd. Er zijn geen procedures om te garanderen dat alle incidenten en storingen worden gedocumenteerd en geanalyseerd. Incidenten worden bijgehouden en geëvalueerd op individuele basis. Reacties op informatiebeveiligingsincidenten zijn ad hoc.;Er is een informeel incidentmanagementwerkwijze vastgesteld om kritische incidenten aan te pakken. Rollen en hoofd vanheden zijn gedeeltelijk gedefinieerd. De meeste incidenten worden gedocumenteerd en geanalyseerd, maar afwijkingen van de standaarden worden waarschijnlijk niet gedetecteerd. Er zijn geen criteria bepaald voor het categoriseren en prioriteren van incidenten op basis van impact. Incidenten worden ad hoc toegewezen. Er wordt handmatig en op individuele basis toezicht gehouden. Er is geen formele training en communicatie over de standaardprocedures.;Het incidentmanagementafspraken is formeel gedocumenteerd en gecommuniceerd. Rollen en hoofd vanheden van de schoolbestuur en de leveranciers zijn duidelijk gedefinieerd. Aspecten rondom juridisch en forensisch onderzoek zijn vastgesteld en toegewezen. Het registreren van, de communicatie over, de toewijzing van en de analyse van incidenten zijn formeel belegd in de schoolbestuur. Incidenten worden gecategoriseerd en geprioriteerd op basis van impact. (Cyber)beveiligingsincidenten worden voorkomen of gedetecteerd en er is een werkwijze om deze tijdig en effectief aan te pakken. Informatie wordt op vooraf ingrijpen en formeel gedeeld door medewerkers. Er wordt gemonitord of incidenten tijdig worden opgelost. Er wordt beperkt gerapporteerd aan het management over incident- en oplossingsanalyses.;Incidenten worden vooraf ingrijpen geanalyseerd om oorzaken te achterhalen. Er is een functie (responseteam) ingevoerd om beveiligingscrises te herkennen en te managen. Het incidentmanagementwerkwijze betrekt belangrijke functies binnen de schoolbestuur en bij externe serviceproviders. Op het tijdig aanpakken van incidenten wordt streng toegezien. Onopgeloste incidenten (bekende foutmeldingen waar omheen gewerkt wordt) worden gedocumenteerd en gerapporteerd als input voor problemmanagement. De kwaliteit en operationele effectiviteit van het incidentmanagementwerkwijze worden regelmatig geëvalueerd.;De registratie, rapportage en analyse van incidenten en oplossingen zijn volledig geautomatiseerd en geïntegreerd met configuratie- en problemmanagement. De meeste systemen zijn uitgerust met automatische detectie- en waarschuwingssystemen, die voortdurend gemonitord en beoordeeld worden. Incidentmanagement wordt voortdurend geanalyseerd voor verbetering.
IM.02;Er worden procedures voor incidentmanagement (of voor de servicedesk) vastgesteld die ervoor zorgen dat serviceniveaus adequaat worden geëscaleerd als incidenten niet binnen de afgesproken termijn kunnen worden opgelost. En dat zo nodig wordt voorzien in een tijdelijke oplossing. Eigenaarschap van incidenten en levenscyclusmonitoring blijven de hoofd vanheid van de servicedesk voor gebruikersincidenten, ongeacht wie aan de oplossing werkt.;Er is geen afspraken om incidenten die niet opgelost kunnen worden tijdig te laten escaleren. Incidenten worden bijgehouden en geëvalueerd op individuele basis. Reacties op verstoringen van informatiebeveiliging zijn onvoorspelbaar. Er is niet vastgelegd wie hoofd van is voor het oplossen van incidenten.;Er is een informeel escalatiewerkwijze. Incidenten die niet tijdig kunnen worden opgelost worden geëscaleerd. Er zijn geen criteria bepaald voor het prioriteren van incidenten. Er is geen gecentraliseerde kennisbank. Responseteams zijn ongetraind en afhankelijk van enkele belangrijke individuen.;Het formeel vastgelegde afspraken voor incidentmanagement bevat een escalatieprocedure. Er zijn escalatiecriteria bepaald. De escalatieprocedure is gebaseerd op serviceniveaus voor incidenten die niet meteen opgelost kunnen worden. Categoriseren en prioriteren gebeurt op basis van impactanalyse, de bepaalde criteria en serviceniveaus. De responsteams krijgen de benodigde training. De hoofd vanheid voor het oplossen van een incident is toegewezen.;Advies is consistent en incidenten worden tijdig en volgens een gestructureerde escalatieprocedure opgelost. Belangrijke incidenten worden aan het management gerapporteerd. Escalatieprocedures zijn algemeen bekend, begrepen en toegepast. Responsteams krijgen regelmatig training. Het escalatiewerkwijze wordt regelmatig geëvalueerd.;Het escalatiewerkwijze wordt voortdurend geëvalueerd. Het oplossen van incidenten wordt regelmatig geanalyseerd om het werkwijze te verbeteren en tekortkomingen en trends worden aan het management gerapporteerd.
IM.03;De schoolbestuur beschikt over mogelijkheden voor incidentrespons om (cyber)beveiligingsincidenten snel te detecteren, te isoleren en de impact te beperken en om diensten op een betrouwbare manier te herstellen en weer in de lucht te brengen.;Er zijn geen plannen of procedures om een gepaste afhandeling van (cyber)beveiligingsincidenten te garanderen. Reacties op (cyber)beveiligingsincidenten gebeuren vaak op individuele basis;Het management erkent de noodzaak om cyberincidenten af te handelen. Er is een informele procedure voor het afhandelen van (cyber)beveiligingsincidenten. De ontwikkeling van maatregelen voor preventie, aanpak, voorbereiding op en herstel na een (cyber)beveiligingsincident bevindt zich in een vroeg stadium.;Naast de gebruikelijke incident- en problemmanagementprocedures zijn er plannen om preventie, risicobeperking, voorbereiding, tijdige reactie en herstel van (cyber)beveiligingsincidenten aan te pakken. Er zijn rollen en hoofd vanheden vastgelegd en toegewezen. De schoolbestuur kan snel reageren op een verstoring, afhankelijk van mogelijke impact op gepaste schaal/escalatieniveau.;Plannen voor coördinatie van incidentrespons betrekken alle bedrijfsonderdelen, zoals afspraken, juridische afdeling, communicatie, naleving van regels en audit en bedrijfsvoering. Er worden relevante relaties onderhouden met externe partijen zoals politie, CERT en gespecialiseerde bedrijven. Alle (cyber)beveiligingsincidenten worden gemeld bij het schoolbestuur en relevante autoriteiten. Responsplannen zijn gebaseerd op risicoanalyse van de gecompromitteerde data en/of kwetsbaarheidsanalyse.;Risico- en trendanalyses worden ingezet om de preventie, aanpak, voorbereiding en herstel van (cyber)beveiligingsincidenten voortdurend te verbeteren. Het oplossen van (cyber)beveiligingsincidenten wordt regelmatig geanalyseerd om het werkwijze te verbeteren. Tekortkomingen worden gerapporteerd aan het management.
IM.04;Een formeel problemmanagementwerkwijze is gedefinieerd en ingevoerd. Komt een incident veelvuldig voor, dan is sprake van een probleem. Er zijn procedures ingesteld om oorzaken van (potentiële) problemen (vooraf ingrijpen en reactief) te identificeren en bekende fouten te beheersen totdat ze zijn opgelost. Structurele fouten in it-services worden geminimaliseerd, zodat aantal en impact van mogelijke problemen wordt verminderd.;Er is geen afspraken voor problemmanagement. Er zijn geen rollen en hoofd vanheden voor problemmanagement vastgesteld. Er zijn geen procedures om oorzaak en gevolg van incidenten te identificeren. Problemen zullen waarschijnlijk niet gedetecteerd worden.;Er is een informeel werkwijze voor problemmanagement. Enkele deskundige medewerkers kunnen helpen met problemen die hun expertise betreffen, maar de hoofd vanheid voor problemmanagement is niet toegewezen. De registratie en documentatie van problemen en de bijbehorende oplossingen zijn gebrekkig en inconsistent binnen de responseteams.;Er is formeel afspraken voor problemmanagement en dit is gecommuniceerd. Er zijn procedures om de oorzaak van problemen te identificeren. De rollen en hoofd vanheden van de schoolbestuur en leveranciers zijn duidelijk vastgesteld. Er is een formele plek in de schoolbestuur waar problemen geregistreerd, gecommuniceerd, geanalyseerd en toegewezen worden aan hoofd vanen. Problemen worden geprioriteerd en toegewezen aan responsteams volgens afspraken. Informatie wordt vooraf ingrijpen en op formele wijze gedeeld binnen responsteams. De managementanalyse van probleemidentificatie en -oplossing is beperkt en informeel. Bekende fouten worden geregistreerd en beheerst tot ze zijn opgelost.;Problemen worden vooraf ingrijpen geanalyseerd om oorzaken op te sporen. Externe bronnen (zoals leveranciers, gebruikersgroepen, conferenties) worden op een vaste manier geraadpleegd om vooraf ingrijpen problemen op te sporen. Voortgang van probleemdiagnose en -oplossing wordt bewaakt en structurele fouten worden geminimaliseerd. De meeste problemen worden geïdentificeerd, geregistreerd en gerapporteerd, en maatregelen worden genomen. Problemmanagement wordt regelmatig geëvalueerd.;Er worden tools gebruikt voor het opschrijven, rapporteren en analyseren van problemen en oplossingen. Problemmanagement is geïntegreerd in configuratie- en changemanagement. De meeste systemen beschikken over automatische detectie- en waarschuwingssystemen, die voortdurend gemonitord en beoordeeld worden. Problemmanagement wordt geanalyseerd met het oog op voortdurende verbetering.
CH.01;Procedures voor formeel changemanagement zijn opgezet om alle aanvragen (inclusief onderhoud en patches) voor wijzigingen in applicaties, procedures, werkwijzesen, systeem- en serviceparameters en de onderliggende platforms op een gestandaardiseerde manier te behandelen.;Er is geen afspraken of procedure voor wijzigingsbeheer. (Verzoeken voor) wijzigingen worden niet op een gestandaardiseerde of consistente manier behandeld. Er zijn geen rollen en hoofd vanheden vastgesteld. Wijzigen worden niet formeel goedgekeurd. Wijzigingen worden niet of gebrekkig gedocumenteerd.;Er is afspraken voor wijzigingsbeheer om kritische wijzigingen aan te pakken. Er is een wijzigingsbeheerprocedure die meestal wordt uitgevoerd bij een wijziging. Rollen en hoofd vanheden zijn gedeeltelijk vastgesteld. Het werkwijze is informeel en er kunnen ongeautoriseerde wijzigingen doorgevoerd worden. Er is versiebeheer ingevoerd voor essentiële systeemparameters.;wijzigingen worden op een gestandaardiseerde manier behandeld.;Het afspraken voor wijzigingsbeheer is volledig opgenomen in de schoolbestuur en wordt altijd toegepast voor alle wijzigingen. De kwaliteit en effectiviteit van het wijzigingsbeheerwerkwijze wordt regelmatig geëvalueerd. Er wordt aan het schoolbestuur of de schoolleiding gerapporteerd.;Het afspraken voor wijzigingsbeheer wordt regelmatig geëvalueerd en herzien. Rollen en hoofd vanheden worden voortdurend geëvalueerd. Uitzonderingen worden geanalyseerd en onderzocht. Tekortkomingen en trends worden regelmatig aan het management gerapporteerd. Op basis hiervan worden verbeterplannen gemaakt. De eisen aan rapportage worden regelmatig geëvalueerd en herzien.
CH.02;Alle wijzigingsverzoeken worden op een gestructureerde manier beoordeeld om de impact te bepalen voor operationele systemen en functionaliteit. Alle wijzigingen zijn gecategoriseerd, geprioriteerd en geautoriseerd.;Er is geen procedure voor assessment, prioritering en autorisatie van wijzigingen. Rollen en hoofd vanheden zijn niet vastgesteld. Impact assessments voor wijzigingsverzoeken worden op ad-hocbasis uitgevoerd en er kunnen ongeautoriseerde wijzigingen plaatsvinden. Het werkwijze voor categoriseren en prioriteren van wijzigingen is niet gestandaardiseerd.;Er wordt een analyse gedaan van de impact van it-wijzigingen. Criteria voor de analyse zijn in ontwikkeling. Er is een informeel werkwijze voor categoriseren, prioriteren en autoriseren van wijzigingen. Rollen en hoofd vanheden zijn gedeeltelijk vastgesteld. Bij het goedkeuringswerkwijze worden vooral de werkwijzeeigenaren betrokken.;Er is een formele procedure voor categoriseren, prioriteren en autoriseren van wijzigingen en deze is gecommuniceerd. Voorafgaand aan de wijziging wordt een impactassessment uitgevoerd. Implicaties op het gebied van (cyber)veiligheid, juridische zaken, contracten en wet- en regelgeving worden in dit werkwijze meegenomen. Er is een formele procedure voor het autoriseren van wijzigingen. Elk wijzigingsverzoek wordt formeel goedgekeurd door de werkwijzeeigenaar en de stakeholders. Prioritering en categorisering zijn gebaseerd op vooraf vastgestelde criteria.;De procedure voor assessment, categorisering, prioritering en autorisatie van wijzigingen wordt consistent uitgevoerd. Alle wijzigingen worden gedegen gepland en beoordeeld op impact om de kans op post-productie problemen te minimaliseren. Het aantal verstoringen en datafouten ten gevolge van verkeerde specificaties en/of incomplete impact assessment is beperkt tot een minimum. De operationele effectiviteit van de procedures wordt regelmatig geëvalueerd.;De assessmentprocedure wordt regelmatig geëvalueerd en geactualiseerd. De prestatie-indicatoren worden regelmatig geëvalueerd. Het schoolbestuur ontvangt regelmatig rapportages die als input kunnen dienen voor verbeterplannen. Rapportage-eisen worden regelmatig geëvalueerd en geactualiseerd.
CH.03;Wijzigingen tijdens een noodsituatie die onmiddellijk doorgevoerd moeten worden, worden op de juiste manier afgehandeld om de impact op systemen en it-programma's te minimaliseren. De noodsituatiewijziging wordt na implementatie geregistreerd, geëvalueerd, getest en goedgekeurd door het schoolbestuur.;Er is geen procedure voor wijzigingsbeheer voor noodwijzigingen. (Verzoeken voor) noodwijzigingen worden niet op een gestructureerde manier afgehandeld. Er is geen of gebrekkige documentatie van noodwijzigingen. Rollen en hoofd vanheden zijn niet gedefinieerd. Er vindt geen formele goedkeuring van noodwijzigingen plaats.;Er is een (informeel) wijzigingsbeheer werkwijze voor noodwijzigingen, die de meest kritieke aspecten van het werkwijze omvat. Rollen en hoofd vanheden zijn gedeeltelijk gedefinieerd. Na de noodwijziging wordt het beheer niet altijd volledig afgemaakt.;De noodwijzigingsprocedure is formeel vastgelegd, gedocumenteerd en gecommuniceerd. (Verzoeken tot) noodwijzigingen worden op een gestandaardiseerde manier uitgevoerd. Rollen en hoofd vanheden zijn helder gedefinieerd en toegewezen. Noodwijzigingen zijn geautoriseerd en gedocumenteerd. Controlestappen, inclusief goedkeuring, worden volgens procedure uitgevoerd na de noodwijziging. Kritieke afwijkingen van het werkwijze worden geëvalueerd.;De wijzigingsbeheerprocedure voor noodwijzigingen, inclusief de evaluatie na de implementatie, wordt altijd gevolgd voor alle noodwijzigingen. De documentatie is correct en actueel. Er is een werkwijze voor de bewaking van de kwaliteit en de performance van het wijzigingsbeheerwerkwijze voor noodwijzigingen. De kwaliteit en effectiviteit van het werkwijze worden regelmatig geëvalueerd.;Het wijzigingsbeheerwerkwijze voor noodwijzigingen wordt regelmatig geëvalueerd en geactualiseerd. Uitzonderingen worden geanalyseerd en onderzocht. Er wordt regelmatig aan het management gerapporteerd. Dat levert input op voor verbeterplannen. Rapportage-eisen worden regelmatig geëvalueerd en geactualiseerd. Rollen en hoofd vanheden worden regelmatig geëvalueerd.
CH.04;Er is een beveiligde testomgeving gedefinieerd en ingericht, die representatief is voor de geplande productieomgeving met betrekking tot beveiliging, interne controles, operationele procedures, gegevenskwaliteit, privacy vereisten en systeembelasting.;Er is geen beveiligde testomgeving gedefinieerd en ingericht voor het ontwikkelen en testen van wijzigingen. Er is geen afspraken voor het gebruik van een testomgeving. Het is waarschijnlijk dat er door gebrekkig wijzigingsbeheer fouten ontstaan die leiden tot verstoringen in de productieomgeving.;Er is een informeel afspraken voor het gebruik van een testomgeving voor het ontwikkelen en testen van wijzigingen. Wijzigingen worden buiten de productieomgeving ontwikkeld en getest. De testomgeving is voor de kritieke aspecten representatief voor de productieomgeving.;Formeel afspraken is vastgesteld en ingevoerd voor de testomgeving. Er is een veilige testomgeving gedefinieerd en ingericht. De testomgeving representeert de productieomgeving en komt overeen in aspecten zoals workload of stress, besturingssystemen, applicatiesoftware, database, het management, netwerken en infrastructuur. De testomgeving staat volledig los van de productieomgeving. De testomgeving is beschermd tegen ongeautoriseerde toegang en gebruik. Het eigenaarschap van de test- en productieomgeving is duidelijk toegewezen. Er zijn richtlijnen voor het gebruik van data in de testomgeving, zodat aan privacywetgeving wordt voldaan.;Er is een werkwijze voor de bewaking van het gebruik van de testomgeving, en incidenten worden beoordeeld en opgelost. De test- en productieomgevingen worden regelmatig geëvalueerd om te garanderen dat de testomgeving nog voldoende representatief is voor de productieomgeving. De beveiliging van de testomgeving en het testdatamanagement wordt regelmatig geëvalueerd.;Beleid wordt voortdurend geëvalueerd en verbeterd. Rollen en hoofd vanheden worden voortdurend geëvalueerd. Er wordt regelmatig aan het management gerapporteerd. Dat levert input op voor verbeterplannen. De eisen voor rapportage worden regelmatig geëvalueerd en geactualiseerd. Er zijn tools ingevoerd voor het creëren van subsets en het anonimiseren van data.
CH.05;Voorafgaand aan migratie naar de productieomgeving worden wijzigingen op onafhankelijke wijze getest in overeenstemming met het gedefinieerde testplan. Het plan houdt rekening met beveiliging en prestaties.;Er is geen afspraken voor het testen van wijzigingen. Rollen en hoofd vanheden voor het testen van wijzigingen zijn niet vastgelegd. Testen wordt individueel/ad hoc gedaan. Er worden geen testplannen gemaakt voordat het testen plaatsvindt.;Er is een informele procedure voor het testen van wijzigingen ingevoerd. Rollen en hoofd vanheden zijn gedeeltelijk vastgesteld. Er zijn testplannen gemaakt, maar er zijn geen formele criteria voor de inhoud van testplannen. Er zijn gedeeltelijk maatregelen ingevoerd om ervoor te zorgen dat wijzigingen volgens het testplan getest worden. Testresultaten worden gedeeltelijk gedocumenteerd. Er zijn geen criteria voor het bewaren of verwijderen van testresultaten.;Formeel afspraken voor het testen van wijzigingen is gedocumenteerd en gecommuniceerd. Rollen en hoofd vanheden zijn vastgesteld en toegewezen. Er worden testplannen gemaakt voordat de tests worden uitgevoerd. Er zijn criteria vastgesteld om te zorgen dat belangrijke elementen, zoals beveiliging en prestatie, opgenomen zijn in het testplan. Wijzigingen worden onafhankelijk volgens de testplannen getest. Er is een beheerprocedure ingevoerd voor het bewaren en verwijderen van testresultaten. Fallback- of backoutplannen worden voorbereid en getest voordat wijzigingen in productie worden genomen.;Alle wijzigingen van essentiële applicaties worden geëvalueerd en getest zodat er geen negatieve gevolgen zijn voor de bedrijfsvoering of de beveiliging. Wijzigingen worden alleen getest in de testomgeving. Prestatie- en beveiligingseisen zijn gevalideerd. De testprocedures, testplannen en uitvoering van testprocedures worden regelmatig geëvalueerd.;Beleid wordt voortdurend geëvalueerd en verbeterd. Rollen en hoofd vanheden worden voortdurend geëvalueerd. Alle incidenten met wijzigingsbeheer/testwerkwijzesen worden geëvalueerd en opgelost. Er wordt regelmatig aan het management gerapporteerd. Dat levert input op voor verbeterplannen. De eisen aan de rapportages worden regelmatig geëvalueerd en geactualiseerd.
